"inputName","outputName"
"Viburnum acerifolium","Viburnum acerifolium"
"Viburnum australe","Viburnum australe"
"Viburnum bracteatum","Viburnum bracteatum"
"Viburnum buddleifolium","Viburnum buddleifolium"
"Viburnum carlesii","Viburnum carlesii"
"Viburnum dentatum","Viburnum dentatum"
"Viburnum dentatum var. dentatum","Viburnum dentatum var. dentatum"
"Viburnum dentatum var. venosum","Viburnum dentatum var. venosum"
"Viburnum dilatatum","Viburnum dilatatum"
"Viburnum pauciflorum","Viburnum edule"
"Viburnum ellipticum","Viburnum ellipticum"
"Viburnum lantana","Viburnum lantana"
"Viburnum lantanoides","Viburnum lantanoides"
"Viburnum lentago","Viburnum lentago"
"Viburnum molle","Viburnum molle"
"Viburnum nudum","Viburnum nudum"
"Viburnum cassinoides","Viburnum nudum var. cassinoides"
"Viburnum nudum","Viburnum nudum var. nudum"
"Viburnum obovatum","Viburnum obovatum"
"Viburnum opulus","Viburnum opulus"
"Viburnum opulus ssp. trilobum","Viburnum opulus var. americanum"
"Viburnum opulus ssp. trilobum var. americanum","Viburnum opulus var. americanum"
"Viburnum trilobum","Viburnum opulus var. americanum"
"Viburnum opulus ssp. opulus","Viburnum opulus var. opulus"
"Viburnum plicatum","Viburnum plicatum"
"Viburnum prunifolium","Viburnum prunifolium"
"Viburnum rafinesqueanum","Viburnum rafinesquianum"
"Viburnum dentatum var. lucidum","Viburnum recognitum"
"Viburnum rhytidophyllum","Viburnum rhytidophyllum"
"Viburnum rufidulum","Viburnum rufidulum"
"Viburnum setigerum","Viburnum setigerum"
"Viburnum sieboldii","Viburnum sieboldii"
"Viburnum tinus","Viburnum tinus"
"Viburnum x rhytidophylloides","Viburnum x rhytidophylloides"
"Vicia acutifolia","Vicia acutifolia"
"Vicia americana","Vicia americana"
"Vicia americana var. americana","Vicia americana ssp. americana"
"Vicia americana var. minor","Vicia americana ssp. minor"
"Vicia articulata","Vicia articulata"
"Vicia benghalensis","Vicia benghalensis"
"Vicia caroliniana","Vicia caroliniana"
"Vicia cracca","Vicia cracca"
"Vicia cracca var. cracca","Vicia cracca ssp. cracca"
"Vicia cracca var. angustissima","Vicia cracca ssp. tenuifolia"
"Vicia tenuifolia","Vicia cracca ssp. tenuifolia"
"Vicia disperma","Vicia disperma"
"Vicia faba","Vicia faba"
"Vicia floridana","Vicia floridana"
"Vicia grandiflora","Vicia grandiflora"
"Vicia hassei","Vicia hassei"
"Vicia hirsuta","Vicia hirsuta"
"Vicia hybrida","Vicia hybrida"
"Vicia lathyroides","Vicia lathyroides"
"Vicia laxiflora","Vicia laxiflora"
"Vicia leucophaea","Vicia leucophaea"
"Vicia ludoviciana","Vicia ludoviciana"
"Vicia leavenworthii","Vicia ludoviciana ssp. leavenworthii"
"Vicia ludoviciana var. leavenworthii","Vicia ludoviciana ssp. leavenworthii"
"Vicia ludoviciana var. ludoviciana","Vicia ludoviciana ssp. ludoviciana"
"Vicia lutea","Vicia lutea"
"Vicia menziesii","Vicia menziesii"
"Vicia reverchonii","Vicia minutiflora"
"Vicia monantha","Vicia monantha"
"Vicia narbonensis","Vicia narbonensis"
"Vicia nigricans","Vicia nigricans"
"Vicia nigricans var. gigantea","Vicia nigricans ssp. gigantea"
"Vicia ocalensis","Vicia ocalensis"
"Vicia pannonica","Vicia pannonica"
"Vicia peregrina","Vicia peregrina"
"Vicia pulchella","Vicia pulchella"
"Vicia sativa","Vicia sativa"
"Vicia angustifolia","Vicia sativa ssp. nigra"
"Vicia sativa var. angustifolia","Vicia sativa ssp. nigra"
"Vicia sativa var. sativa","Vicia sativa ssp. sativa"
"Vicia sepium","Vicia sepium"
"Vicia sepium var. montana","Vicia sepium var. montana"
"Vicia sepium var. sepium","Vicia sepium var. sepium"
"Vicia tetrasperma","Vicia tetrasperma"
"Vicia villosa","Vicia villosa"
"Vicia villosa ssp. pseudocracca","Vicia villosa ssp. pseudocracca"
"Vicia dasycarpa","Vicia villosa ssp. varia"
"Vicia villosa var. glabrescens","Vicia villosa ssp. varia"
"Vicia villosa var. villosa","Vicia villosa ssp. villosa"
"Phaseolus adenanthus","Vigna adenantha"
"Vigna angularis","Vigna angularis"
"Vigna hosei","Vigna hosei"
"Vigna luteola","Vigna luteola"
"Vigna marina","Vigna marina"
"Vigna o-wahuensis","Vigna owahuensis"
"Phaseolus speciosus","Vigna speciosa"
"Vigna unguiculata","Vigna unguiculata"
"Viguiera cordifolia","Viguiera cordifolia"
"Viguiera dentata","Viguiera dentata"
"Viguiera dentata var. dentata","Viguiera dentata var. dentata"
"Viguiera dentata var. lancifolia","Viguiera dentata var. lancifolia"
"Bahiopsis laciniata","Viguiera laciniata"
"Bahiopsis parishii","Viguiera parishii"
"Viguiera deltoidea var. parishii","Viguiera parishii"
"Helianthus ludens","Viguiera phenax"
"Viguiera ludens","Viguiera phenax"
"Bahiopsis reticulata","Viguiera reticulata"
"Viguiera stenoloba","Viguiera stenoloba"
"Zaluzania grayana","Viguiera triloba"
"Villadia squamulosa","Villadia squamulosa"
"Vinca herbacea","Vinca herbacea"
"Vinca major","Vinca major"
"Vinca minor","Vinca minor"
"Viola adunca","Viola adunca"
"Viola adunca var. adunca","Viola adunca var. adunca"
"Viola adunca var. kirkii","Viola adunca var. kirkii"
"Viola adunca var. oxyceras","Viola adunca var. oxyceras"
"Viola sororia var. affinis","Viola affinis"
"Viola walteri var. appalachiensis","Viola appalachiensis"
"Viola arvensis","Viola arvensis"
"Viola purpurea ssp. aurea","Viola aurea"
"Viola purpurea var. aurea","Viola aurea"
"Viola bakeri","Viola bakeri"
"Viola beckwithii","Viola beckwithii"
"Viola rafinesquei","Viola bicolor"
"Viola rafinesquii","Viola bicolor"
"Viola biflora","Viola biflora"
"Viola biflora ssp. biflora","Viola biflora var. biflora"
"Viola biflora ssp. carlottae","Viola biflora var. carlottae"
"Viola blanda","Viola blanda"
"Viola pedatifida var. brittoniana","Viola brittoniana"
"Viola calcicola","Viola calcicola"
"Viola californica","Viola californica"
"Viola canadensis","Viola canadensis"
"Viola canadensis var. canadensis","Viola canadensis var. canadensis"
"Viola canadensis var. corymbosa","Viola canadensis var. corymbosa"
"Viola canadensis ssp. rydbergii","Viola canadensis var. rugulosa"
"Viola rugulosa","Viola canadensis var. rugulosa"
"Viola canadensis var. scariosa","Viola canadensis var. scariosa"
"Viola canadensis var. scopulorum","Viola canadensis var. scopulorum"
"Viola chamissoniana","Viola chamissoniana"
"Viola chamissoniana ssp. chamissoniana","Viola chamissoniana ssp. chamissoniana"
"Viola chamissoniana ssp. robusta","Viola chamissoniana ssp. robusta"
"Viola chamissoniana ssp. tracheliifolia","Viola chamissoniana ssp. tracheliifolia"
"Viola purpurea var. charlestonensis","Viola charlestonensis"
"Viola clauseniana","Viola clauseniana"
"Viola cucullata","Viola cucullata"
"Viola cuneata","Viola cuneata"
"Viola douglasii","Viola douglasii"
"Viola septemloba var. egglestonii","Viola egglestonii"
"Viola epipsila","Viola epipsila"
"Viola epipsila var. repens","Viola epipsila ssp. repens"
"Viola repens","Viola epipsila ssp. repens"
"Viola edulis","Viola esculenta"
"Viola palmata var. heterophylla","Viola esculenta"
"Viola flettii","Viola flettii"
"Viola franksmithii","Viola frank-smithii"
"Viola glabella","Viola glabella"
"Viola guadalupensis","Viola guadalupensis"
"Viola hallii","Viola hallii"
"Viola hastata","Viola hastata"
"Viola helenae","Viola helenae"
"Viola hirsutula","Viola hirsutula"
"Viola howellii","Viola howellii"
"Viola kauaensis","Viola kauaensis"
"Viola kauaensis var. kauaensis","Viola kauaensis var. kauaensis"
"Viola kauaiensis var. wahiawaensis","Viola kauaensis var. wahiawaensis"
"Viola labradorica","Viola labradorica"
"Viola lanaiensis","Viola lanaiensis"
"Viola lanceolata","Viola lanceolata"
"Viola lanceolata","Viola lanceolata ssp. lanceolata"
"Viola lanceolata var. lanceolata","Viola lanceolata ssp. lanceolata"
"Viola primulifolia ssp. occidentalis","Viola lanceolata ssp. occidentalis"
"Viola primulifolia var. occidentalis","Viola lanceolata ssp. occidentalis"
"Viola lanceolata var. vittata","Viola lanceolata ssp. vittata"
"Viola vittata","Viola lanceolata ssp. vittata"
"Viola langloisii","Viola langloisii"
"Viola langsdorfii","Viola langsdorffii"
"Viola lithion","Viola lithion"
"Viola lobata","Viola lobata"
"Viola lobata var. integrifolia","Viola lobata ssp. integrifolia"
"Viola lobata ssp. lobata","Viola lobata ssp. lobata"
"Viola lovelliana","Viola lovelliana"
"Viola macloskeyi","Viola macloskeyi"
"Viola maviensis","Viola maviensis"
"Viola sororia var. missouriensis","Viola missouriensis"
"Viola nephrophylla","Viola nephrophylla"
"Viola sororia var. novae-angliae","Viola novae-angliae"
"Viola nuttallii","Viola nuttallii"
"Viola oahuensis","Viola oahuensis"
"Viola ocellata","Viola ocellata"
"Viola odorata","Viola odorata"
"Viola orbiculata","Viola orbiculata"
"Viola palustris","Viola palustris"
"Viola pedata","Viola pedata"
"Viola pedatifida var. pedatifida","Viola pedatifida"
"Viola pedunculata","Viola pedunculata"
"Viola pinetorum","Viola pinetorum"
"Viola pinetorum var. grisea","Viola pinetorum ssp. grisea"
"Viola pinetorum var. pinetorum","Viola pinetorum ssp. pinetorum"
"Viola praemorsa","Viola praemorsa"
"Viola praemorsa ssp. flavovirens","Viola praemorsa var. flavovirens"
"Viola praemorsa ssp. linguifolia","Viola praemorsa var. linguifolia"
"Viola praemorsa var. altior","Viola praemorsa var. linguifolia"
"Viola nuttallii var. praemorsa","Viola praemorsa var. praemorsa"
"Viola praemorsa ssp. praemorsa","Viola praemorsa var. praemorsa"
"Viola pratincola","Viola pratincola"
"Viola psychodes","Viola psychodes"
"Viola pubescens","Viola pubescens"
"Viola pubescens var. peckii","Viola pubescens var. peckii"
"Viola pubescens var. pubescens","Viola pubescens var. pubescens"
"Viola eriocarpa","Viola pubescens var. scabriuscula"
"Viola eriocarpon var. leiocarpon","Viola pubescens var. scabriuscula"
"Viola pensylvanica","Viola pubescens var. scabriuscula"
"Viola pubescens var. leiocarpon","Viola pubescens var. scabriuscula"
"Viola purpurea","Viola purpurea"
"Viola purpurea ssp. dimorpha","Viola purpurea ssp. dimorpha"
"Viola purpurea ssp. geophyta","Viola purpurea ssp. geophyta"
"Viola purpurea var. integrifolia","Viola purpurea ssp. integrifolia"
"Viola purpurea var. mesophyta","Viola purpurea ssp. mesophyta"
"Viola purpurea var. mohavensis","Viola purpurea ssp. mohavensis"
"Viola purpurea var. purpurea","Viola purpurea ssp. purpurea"
"Viola quercetorum","Viola purpurea ssp. quercetorum"
"Viola purpurea var. venosa","Viola purpurea ssp. venosa"
"Viola renifolia","Viola renifolia"
"Viola rostrata","Viola rostrata"
"Viola rotundifolia","Viola rotundifolia"
"Viola sagittata","Viola sagittata"
"Viola fimbriatula","Viola sagittata var. ovata"
"Viola sagittata","Viola sagittata var. sagittata"
"Viola selkirkii","Viola selkirkii"
"Viola sempervirens","Viola sempervirens"
"Viola septemloba","Viola septemloba"
"Viola septentrionalis","Viola septentrionalis"
"Viola grisea","Viola septentrionalis var. grisea"
"Viola septentrionalis","Viola septentrionalis var. septentrionalis"
"Viola sheltonii","Viola sheltonii"
"Viola sororia","Viola sororia"
"Viola striata","Viola striata"
"Viola tomentosa","Viola tomentosa"
"Viola tricolor var. tricolor","Viola tricolor"
"Viola triloba var. triloba","Viola triloba"
"Viola palmata var. dilatata","Viola triloba var. dilatata"
"Viola palmata var. triloba","Viola triloba var. triloba"
"Viola trinervata","Viola trinervata"
"Viola tripartita","Viola tripartita"
"Viola umbraticola","Viola umbraticola"
"Viola umbraticola var. glaberrima","Viola umbraticola var. glaberrima"
"Viola utahensis","Viola utahensis"
"Viola vallicola","Viola vallicola"
"Viola x viarum","Viola viarum"
"Viola villosa","Viola villosa"
"Viola wailenalenae","Viola wailenalenae"
"Viola walteri var. walteri","Viola walteri"
"Viola x bernardii","Viola x bernardii"
"Viola x bissellii","Viola x bissellii"
"Viola x brauniae","Viola x brauniae"
"Viola x champlainensis","Viola x champlainensis"
"Viola x conjugens","Viola x conjugens"
"Viola x consobrina","Viola x consobrina"
"Viola x consocia","Viola x consocia"
"Viola x cordifolia","Viola x cordifolia"
"Viola x davisii","Viola x davisii"
"Viola x eamesii","Viola x eamesii"
"Viola x eclipes","Viola x eclipes"
"Viola x filicetorum","Viola x filicetorum"
"Viola x hollickii","Viola x hollickii"
"Viola x insessa","Viola x insessa"
"Viola x insolita","Viola x insolita"
"Viola x luciae","Viola x luciae"
"Viola x malteana","Viola x malteana"
"Viola x melissifolia","Viola x melissifolia"
"Viola x mistura","Viola x mistura"
"Viola x modesta","Viola x modesta"
"Viola x montivaga","Viola x montivaga"
"Viola x mulfordiae","Viola x mulfordiae"
"Viola x notabilis","Viola x notabilis"
"Viola x palmata","Viola x palmata"
"Viola x peckiana","Viola x peckiana"
"Viola x populifolia","Viola x populifolia"
"Viola x porteriana","Viola x porteriana"
"Viola x primulifolia","Viola x primulifolia"
"Viola x ravida","Viola x ravida"
"Viola x redacta","Viola x redacta"
"Viola x robinsoniana","Viola x robinsoniana"
"Viola x ryoniae","Viola x ryoniae"
"Viola x slavinii","Viola x slavinii"
"Viola x subaffinis","Viola x subaffinis"
"Viola sublanceolata","Viola x sublanceolata"
"Viola x wittrockiana","Viola x wittrockiana"
"Viola x wujekii","Viola x wujekii"
"Lychnis alpina","Viscaria alpina"
"Silene suecica","Viscaria alpina"
"Viscum album","Viscum album"
"Vitex agnus-castus","Vitex agnus-castus"
"Vitex agnus-castus var. agnus-castus","Vitex agnus-castus var. agnus-castus"
"Vitex agnus-castus var. caerulea","Vitex agnus-castus var. caerulea"
"Vitex glabrata","Vitex glabrata"
"Vitex negundo","Vitex negundo"
"Vitex negundo var. heterophylla","Vitex negundo var. heterophylla"
"Vitex negundo var. intermedia","Vitex negundo var. intermedia"
"Vitex negundo var. negundo","Vitex negundo var. negundo"
"Vitex parviflora","Vitex parviflora"
"Vitex rotundifolia","Vitex rotundifolia"
"Vitex trifolia","Vitex trifolia"
"Vitex trifolia var. subtrisecta","Vitex trifolia var. subtrisecta"
"Vitex trifolia var. trifolia","Vitex trifolia var. trifolia"
"Vitex trifolia var. variegata","Vitex trifolia var. variegata"
"Vitis acerifolia","Vitis acerifolia"
"Vitis aestivalis","Vitis aestivalis"
"Vitis aestivalis var. aestivalis","Vitis aestivalis var. aestivalis"
"Vitis aestivalis var. argentifolia","Vitis aestivalis var. bicolor"
"Vitis argentifolia","Vitis aestivalis var. bicolor"
"Vitis treleasei","Vitis arizonica"
"Vitis cinerea var. baileyana","Vitis baileyana"
"Vitis cinerea var. helleri","Vitis berlandieri"
"Vitis californica","Vitis californica"
"Vitis cinerea var. cinerea","Vitis cinerea"
"Vitis girdiana","Vitis girdiana"
"Vitis labrusca","Vitis labrusca"
"Vitis aestivalis var. lincecumii","Vitis lincecumii"
"Vitis linsecomii","Vitis lincecumii"
"Vitis monticola","Vitis monticola"
"Vitis mustangensis","Vitis mustangensis"
"Vitis palmata","Vitis palmata"
"Vitis riparia","Vitis riparia"
"Muscadinia rotundifolia","Vitis rotundifolia"
"Muscadinia rotundifolia var. munsoniana","Vitis rotundifolia var. munsoniana"
"Vitis munsoniana","Vitis rotundifolia var. munsoniana"
"Muscadinia rotundifolia var. rotundifolia","Vitis rotundifolia var. rotundifolia"
"Vitis rufotomentosa","Vitis rufotomentosa"
"Vitis rupestris","Vitis rupestris"
"Vitis shuttleworthii","Vitis shuttleworthii"
"Vitis cinerea var. floridana","Vitis simpsonii"
"Vitis vinifera","Vitis vinifera"
"Vitis vulpina","Vitis vulpina"
"Vitis bourquina","Vitis x bourquina"
"Vitis x champinii","Vitis x champinii"
"Vitis x doaniana","Vitis x doaniana"
"Vitis labruscana","Vitis x labruscana"
"Vitis x alexanderi","Vitis x labruscana"
"Vitis novae-angliae","Vitis x novae-angliae"
"Vitis x slavinii","Vitis x slavinii"
"Leiphaimos parasitica","Voyria parasitica"
"Wahlenbergia linarioides","Wahlenbergia linarioides"
"Wahlenbergia marginata","Wahlenbergia marginata"
"Geum fragarioides","Waldsteinia fragarioides"
"Waldsteinia fragarioides ssp. fragarioides","Waldsteinia fragarioides"
"Waldsteinia fragarioides var. fragarioides","Waldsteinia fragarioides"
"Waldsteinia idahoensis","Waldsteinia idahoensis"
"Geum lobatum","Waldsteinia lobata"
"Geum donianum","Waldsteinia parviflora"
"Geum sp. 1","Waldsteinia parviflora"
"Waldsteinia doniana","Waldsteinia parviflora"
"Waldsteinia fragarioides ssp. doniana","Waldsteinia parviflora"
"Waldsteinia fragarioides var. parviflora","Waldsteinia parviflora"
"Waltheria indica","Waltheria indica"
"Warea amplexifolia","Warea amplexifolia"
"Warea carteri","Warea carteri"
"Warea cuneifolia","Warea cuneifolia"
"Warea sessilifolia","Warea sessilifolia"
"Wedelia calycina","Wedelia calycina"
"Pascalia glauca","Wedelia glauca"
"Wedelia acapulcensis var. hispida","Wedelia texana"
"Weigela floribunda","Weigela floribunda"
"Weigela florida","Weigela florida"
"Whipplea modesta","Whipplea modesta"
"Arnica dealbata","Whitneya dealbata"
"Wigandia urens","Wigandia urens"
"Wigandia urens var. caracasana","Wigandia urens var. caracasana"
"Wikstroemia bicornuta","Wikstroemia bicornuta"
"Wikstroemia forbesii","Wikstroemia forbesii"
"Wikstroemia furcata","Wikstroemia furcata"
"Wikstroemia hanalei","Wikstroemia hanalei"
"Wikstroemia monticola","Wikstroemia monticola"
"Wikstroemia oahuensis","Wikstroemia oahuensis"
"Wikstroemia oahuensis var. oahuensis","Wikstroemia oahuensis var. oahuensis"
"Wikstroemia oahuensis var. palustris","Wikstroemia oahuensis var. palustris"
"Wikstroemia phillyreifolia","Wikstroemia phillyreifolia"
"Wikstroemia pulcherrima","Wikstroemia pulcherrima"
"Wikstroemia sandwicensis","Wikstroemia sandwicensis"
"Wikstroemia skottsbergiana","Wikstroemia skottsbergiana"
"Wikstroemia uva-ursi","Wikstroemia uva-ursi"
"Wikstroemia uva-ursi var. kauaiensis","Wikstroemia uva-ursi var. kauaiensis"
